id,reputation,creationdate,displayname,views,upvotes,downvotes
44994,113,2014-08-05,Tom Kim,1,0,0
44995,1,2014-08-05,itsnotvalid,0,0,0
44996,1,2014-08-05,Jankai Valentin,0,0,0
44997,101,2014-08-05,user3705853,0,0,0
44998,1,2014-08-05,Vishal Garg,0,0,0
44999,163,2014-08-05,Aleksei Zabrodskii,1,4,0
45000,101,2014-08-05,brainray,0,0,0
45001,1,2014-08-05,user3906374,1,0,0
45002,18,2014-08-05,Eraniichan,4,5,0
45004,101,2014-08-05,kufi,0,0,0
45006,101,2014-08-05,joragupra,0,4,0
45007,1,2014-08-05,NMM,0,0,0
45008,41,2014-08-05,amparo69,3,0,0
45009,1,2014-08-05,user45009,0,0,0
45010,103,2014-08-05,Ben,0,0,0
45011,203,2014-08-05,Erwin Rooijakkers,35,29,1
45012,1,2014-08-05,Michael L.,1,0,0
45013,1,2014-08-05,user3754826,1,0,0
45014,219,2014-08-05,Mspaja,5,26,0
45017,1,2014-08-05,eSzeL,2,0,0
45018,101,2014-08-05,wiesson,1,0,0
45019,1,2014-08-05,Georges,2,0,0
45020,101,2014-08-05,J Richard Snape,0,1,0
45021,1,2014-08-05,andy_edward,0,0,0
45022,153,2014-08-05,toon81,2,1,0
45023,101,2014-08-05,santuxus,1,7,0
45024,101,2014-08-05,ultranaut,0,1,0
45025,101,2014-08-05,Klas Mellbourn,0,2,0
45026,111,2014-08-05,faygate,0,0,0
45027,101,2014-08-05,Mawia HL,44,4,0
45028,101,2014-08-05,DanH,3,1,0
45029,1,2014-08-05,Earl Cooper,0,0,0
45030,51,2014-08-05,Yuri Marques,5,0,0
45031,1,2014-08-05,Goncalo Feliciano,0,0,0
45032,101,2014-08-05,blubberdiblub,0,0,0
45033,26,2014-08-05,jmz,0,0,0
45034,249,2014-08-05,Ed Mendez,9,0,0
45035,101,2014-08-05,Michael,2,16,0
45036,101,2014-08-05,hajpoj,0,10,0
45037,153,2014-08-05,derekmckinnon,8,0,0
45038,101,2014-08-05,Gabriel Florit,0,4,0
45039,101,2014-08-05,Andy,0,0,0
45040,215,2014-08-05,Abel Melquiades Callejo,12,9,0
45042,1,2014-08-05,Rozen,0,0,0
45043,111,2014-08-05,Joel,1,9,0
45044,127,2014-08-05,abalter,3,3,0
45045,101,2014-08-05,hourback,0,0,0
45046,1,2014-08-05,Bill,0,0,0
45049,101,2014-08-05,Alamgir Mand,0,0,0
45050,101,2014-08-05,Anthony Hatzopoulos,0,3,0
45051,101,2014-08-05,Eugene Rosenfeld,0,0,0
45052,123,2014-08-05,Yorrd,1,0,0
45053,1,2014-08-05,yeatsie,0,0,0
45054,101,2014-08-05,darkman,0,4,0
45055,1,2014-08-05,Lino Espinoza,0,0,0
45056,1,2014-08-06,tintinhoking,0,0,0
45057,101,2014-08-06,Dawid,0,0,0
45058,1,2014-08-06,Frapster,1,0,0
45059,101,2014-08-06,Luke Adams,0,0,0
45060,101,2014-08-06,Zetaphor,0,0,0
45062,1,2014-08-06,sqlfirst,1,0,0
45063,101,2014-08-06,EnE_,1,2,0
45065,101,2014-08-06,iamawebgeek,0,2,0
45067,101,2014-08-06,zed_0xff,1,1,0
45068,101,2014-08-06,Yogesh,0,0,0
45069,1,2014-08-06,allsoft,0,0,0
45070,1,2014-08-06,CloudThat,0,0,0
45071,1,2014-08-06,Rémi Svahn,0,0,0
45072,1,2014-08-06,MBosworth11,0,0,0
45074,101,2014-08-06,kerem,0,2,0
45075,101,2014-08-06,Pedro Romano,1,1,0
45076,131,2014-08-06,Paul K,0,2,0
45077,1,2014-08-06,Szendvics,0,0,0
45078,101,2014-08-06,Ahmad Badkoubehei,2,2,0
45079,101,2014-08-06,TomTasche,0,1,0
45080,181,2014-08-06,Cocowalla,17,17,0
45081,113,2014-08-06,Hans Ginzel,0,11,0
45082,101,2014-08-06,monshi,1,0,0
45083,101,2014-08-06,Akaks,0,0,0
45084,101,2014-08-06,Stone,1,2,0
45085,101,2014-08-06,GGets,0,0,0
45087,1,2014-08-06,Washington Irving,0,0,0
45088,11,2014-08-06,Aditya,0,0,0
45090,101,2014-08-06,Manuel Meurer,0,8,0
45091,1,2014-08-06,linkric,1,0,0
45092,101,2014-08-06,AmanicA,1,0,0
45093,101,2014-08-06,Henrov,2,5,0
45094,101,2014-08-06,stupidbodo,0,2,0
45095,21,2014-08-06,pp3345,4,0,0
45096,101,2014-08-06,fywe,2,0,0
45097,1,2014-08-06,Cristiano Pires,1,0,0
45099,1,2014-08-06,Weliton Junior,0,0,0
45100,101,2014-08-06,Tom,0,1,0
45101,105,2014-08-06,blong,0,11,0
45102,101,2014-08-06,Stefan Endrullis,0,3,0
45103,145,2014-08-06,ZeRaTuL_jF,3,1,0
45104,101,2014-08-06,matt freake,4,6,0
45105,101,2014-08-06,blackstrype,0,0,0
45106,151,2014-08-06,Hervé Donner,0,0,0
45107,101,2014-08-06,Matt_Bro,6,1,0
45108,101,2014-08-06,prudviraj,1,0,0
45109,1,2014-08-06,Called2RideMTB,0,0,0
45111,101,2014-08-06,Johnny5,1,0,0
45112,101,2014-08-06,Alex Paven,0,2,0
45113,101,2014-08-06,mario,1,0,0
45114,3,2014-08-06,SC7639,1,0,0
45115,101,2014-08-06,Colen,0,3,0
45116,66,2014-08-06,sqleo,1,0,0
45117,113,2014-08-06,user45117,20,0,0
45118,11,2014-08-06,Scott Davis,0,0,0
45119,1,2014-08-06,user3691501,0,0,0
45120,101,2014-08-06,Philzen,0,1,0
45121,11,2014-08-06,chris,1,0,0
45122,3,2014-08-06,user3291231,1,0,0
45123,136,2014-08-06,Manchuwook,5,0,0
45124,195,2014-08-06,Edu,10,27,0
45125,71,2014-08-06,iDroid,5,0,0
45126,131,2014-08-06,Snowburnt,3,1,0
45127,101,2014-08-06,Alexandre Bourlier,1,12,0
45128,1,2014-08-06,Diego,1,0,0
45129,101,2014-08-06,sugunan,3,4,0
45131,101,2014-08-06,natchiketa,0,1,0
45132,222,2014-08-06,n8.,12,23,0
45134,1,2014-08-06,Gerald,0,0,0
45135,1,2014-08-06,ldbl,0,0,0
45136,21,2014-08-06,Kingsley,2,0,0
45138,131,2014-08-06,whackyusername1,1,0,0
45139,147,2014-08-06,Francisco Goldenstein,17,1,0
45140,257,2014-08-06,Voysinmyhead,3,6,0
45141,1,2014-08-06,jedi,1,0,0
45142,101,2014-08-06,Thale,0,2,0
45143,101,2014-08-06,Bill McGonigle,0,1,0
45144,101,2014-08-06,Henry Keiter,0,2,0
45146,101,2014-08-06,Charles L.,1,7,0
45147,481,2014-08-06,abeboparebop,42,47,0
45148,101,2014-08-06,jj172,3,0,0
45149,1,2014-08-06,Ike Ellis,1,0,0
45150,101,2014-08-07,Zaenille,2,0,0
45151,21,2014-08-07,Jason Hinsperger,1,0,0
45152,1,2014-08-07,user45152,0,0,0
45153,1,2014-08-07,user3794441,0,0,0
45154,1,2014-08-07,user3916647,2,0,0
45155,1,2014-08-07,Dinesh,2,0,0
45156,1,2014-08-07,Shiva,1,0,0
45157,1,2014-08-07,Ravi Gupta,0,0,0
45158,101,2014-08-07,Charl Botha,0,0,0
45159,1,2014-08-07,Mustafa Najjar,0,0,0
45160,133,2014-08-07,Vimvq1987,3,4,0
45161,101,2014-08-07,Dumisani,2,5,0
45162,101,2014-08-07,huff,1,0,0
45163,111,2014-08-07,FLX,5,1,0
45164,1,2014-08-07,JakeTheSnake,0,0,0
45165,3,2014-08-07,koosvn069,3,0,0
45166,101,2014-08-07,Scheintod,0,0,0
45167,101,2014-08-07,Limbo Peng,0,4,0
45168,1,2014-08-07,Wheat_Ni,0,0,0
45171,101,2014-08-07,Rob,0,0,0
45172,101,2014-08-07,david.barkhuizen,0,57,0
45173,152,2014-08-07,kiradotee,4,4,1
45174,101,2014-08-07,Joakim Backman,0,15,0
45175,151,2014-08-07,Dologan,3,18,0
45176,1,2014-08-07,Schalk,0,0,0
45177,101,2014-08-07,johngeorgewright,0,0,0
45178,101,2014-08-07,user4959,2,0,0
45179,101,2014-08-07,Sanjay Shah,0,0,0
45180,101,2014-08-07,Flo,0,0,0
45181,101,2014-08-07,Shal,1,0,0
45182,63,2014-08-07,Ryan M,5,4,0
45183,1,2014-08-07,Luke Karski,1,0,0
45184,101,2014-08-07,Farzan Mirheydari,1,0,0
45185,1,2014-08-07,Mad-Genius,0,0,0
45186,1,2014-08-07,Yogesh,0,0,0
45187,1,2014-08-07,user2727486,0,0,0
45188,11,2014-08-07,user819490,1,0,0
45189,1,2014-08-07,fournaise,0,0,0
45190,1,2014-08-07,Hippity,0,0,0
45191,101,2014-08-07,raykendo,0,1,0
45192,41,2014-08-07,Jacques Zaoui,2,0,0
45193,101,2014-08-07,RdPC,0,2,0
45194,1,2014-08-07,user45194,3,0,0
45195,101,2014-08-07,Basic,2,1,0
45196,101,2014-08-07,Cease,0,0,0
45197,1,2014-08-07,user2846498,0,0,0
45199,101,2014-08-07,Engineer,0,2,0
45200,31,2014-08-07,Jonathan,0,0,0
45201,101,2014-08-07,nha,2,1,0
45202,109,2014-08-07,l3utterfly,3,0,0
45204,1,2014-08-07,Rainman,0,0,0
45205,113,2014-08-07,pullsumo,0,0,0
45206,101,2014-08-07,Ying,1,1,0
45207,101,2014-08-07,Richard Haven,1,1,0
45208,131,2014-08-07,zeroimpl,1,1,0
45209,101,2014-08-07,Kellen,0,0,0
45211,101,2014-08-07,akazlou,5,3,0
45212,605,2014-08-07,Robert,32,25,0
45213,31,2014-08-07,user3466641,1,0,0
45214,1,2014-08-07,mirkaim,0,0,0
45215,357,2014-08-07,TheNixon,15,4,0
45217,9,2014-08-07,Sheilagh,2,0,0
45218,123,2014-08-07,William Entriken,10,25,0
45219,1,2014-08-07,user2935347,0,0,0
45220,3,2014-08-07,topcatdc,0,0,0
45223,1,2014-08-07,Bill Soranno,0,0,0
45224,101,2014-08-08,Zhouster,0,1,0
45225,101,2014-08-08,Pete Nelson,0,2,0
45226,101,2014-08-08,efesaid,1,0,0
45227,101,2014-08-08,pbertsch,0,0,0
45228,1,2014-08-08,sv_vs,1,0,0
45229,1,2014-08-08,Joseph,0,0,0
45230,1,2014-08-08,ashish,0,0,0
45231,61,2014-08-08,Black,3,0,0
45232,101,2014-08-08,Jitender Kumar,1,6,0
45233,101,2014-08-08,Rohit416,3,4,0
45234,1,2014-08-08,rohit,1,0,0
45235,101,2014-08-08,P_O_I_S_O_N,5,0,0
45236,1,2014-08-08,ChPortos,0,0,0
45237,1,2014-08-08,Shokr,0,0,0
45238,101,2014-08-08,Carlton,0,5,0
45240,13,2014-08-08,Franky Id,3,0,0
45241,101,2014-08-08,Thomas Maurstad Larsson,0,3,0
45242,121,2014-08-08,Aley,2,0,0
45243,1,2014-08-08,user45243,0,0,0
45244,1,2014-08-08,user45244,1,0,0
45245,1,2014-08-08,Pschultz,0,0,0
45246,1,2014-08-08,sstamm,0,0,0
45247,151,2014-08-08,Nick Zinger,4,13,0
45248,101,2014-08-08,Jared,0,0,0
45250,101,2014-08-08,gajdipajti,0,0,0
45251,1,2014-08-08,Subhash T.,0,0,0
45252,201,2014-08-08,lpd,6,4,0
45253,1,2014-08-08,m0n0lithic,0,0,0
45254,105,2014-08-08,gkmohit,3,2,0
45255,237,2014-08-08,Jerome,10,5,0
45256,41,2014-08-08,Curro V,5,0,0
45258,173,2014-08-08,Luis Casillas,6,1,0
45260,1,2014-08-08,Mave7,1,0,0
45262,1,2014-08-08,Riddler,2,0,0
45264,101,2014-08-08,dshin,0,0,0
45265,103,2014-08-08,Matt3o12,1,3,0
45266,101,2014-08-08,digit plumber,1,1,0
45267,101,2014-08-08,Nicholas,3,2,0
45268,101,2014-08-08,Morteza Soltanabadiyan,7,0,0
45270,113,2014-08-08,tonga,3,4,0
45273,101,2014-08-08,mmell,2,1,0
45274,76,2014-08-09,LotsOfData,21,0,0
45275,101,2014-08-09,Dtag,1,0,0
45276,1,2014-08-09,hardingrim,2,0,0
45277,125,2014-08-09,AmadeusDrZaius,1,24,0
45278,1,2014-08-09,Kevin Leary,0,0,0
45279,1,2014-08-09,Rupesh Gaiwkad,0,0,0
45280,1,2014-08-09,Amir,1,0,0
45282,1,2014-08-09,rotorhead94,0,0,0
45283,101,2014-08-09,Scott C Wilson,0,0,0
45284,1,2014-08-09,Elmehdi.Boubetana,0,0,0
45285,101,2014-08-09,Anirudh Sood,0,0,0
45286,101,2014-08-09,Stuart Miller,0,0,0
45287,101,2014-08-09,Arthur Kushman,2,0,0
45288,101,2014-08-09,Yann Lebel,1,0,0
45289,1,2014-08-09,user3921072,0,0,0
45290,101,2014-08-09,Brian,0,2,0
45291,1,2014-08-09,Ery Camel,0,0,0
45292,1,2014-08-09,user45292,3,0,0
45294,101,2014-08-09,gyurisc,0,11,0
45296,1,2014-08-09,inesm,1,0,0
45297,23,2014-08-10,Bamboo Shoot,1,0,0
45298,1,2014-08-10,emilll,0,0,0
45299,1,2014-08-10,user2798013,0,0,0
45300,1,2014-08-10,rolvo,0,0,0
45301,101,2014-08-10,Heejin,1,4,0
45302,1,2014-08-10,user1834091,2,0,0
45303,1,2014-08-10,Mike November,0,0,0
45304,101,2014-08-10,Senad,0,0,0
45305,1,2014-08-10,twillenberg,0,0,0
45306,1,2014-08-10,oylbin,0,0,0
45307,101,2014-08-10,nograpes,1,7,0
45308,1,2014-08-10,avarty,0,0,0
45309,1,2014-08-10,Deependra Patel,0,0,0
45310,101,2014-08-10,ImaginateWayne,1,0,0
45311,101,2014-08-10,Giscard Biamby,0,1,0
45312,101,2014-08-10,Sajad,2,1,0
45313,273,2014-08-10,Robin Heller,13,2,0
45314,1,2014-08-10,Farzad M.,2,0,0
45315,1,2014-08-10,Michael Ivanov,0,0,0
45316,1,2014-08-10,Jac.,0,0,0
45317,1,2014-08-10,Jan König,0,0,0
45318,101,2014-08-10,scrutari,0,0,0
45319,156,2014-08-10,Monica Cellio,22,9,1
45320,147,2014-08-10,Alejandro,11,8,0
45321,1,2014-08-10,Anuz,0,0,0
45322,113,2014-08-10,Sam Levin,9,3,0
45323,101,2014-08-10,Krastanov,0,1,0
45324,1,2014-08-10,user3788890,0,0,0
45325,101,2014-08-10,tsnorri,0,0,0
45326,101,2014-08-11,bjb568,1,1,0
45327,131,2014-08-11,John Feminella,2,0,0
45328,101,2014-08-11,Simon Francesco,1,9,0
45329,278,2014-08-11,andrewb,6,6,1
45330,1,2014-08-11,user13016,0,0,0
45331,1,2014-08-11,Davit Abulashvili,0,0,0
45334,1,2014-08-11,user45334,0,0,0
45335,101,2014-08-11,JimZ,0,0,0
45336,101,2014-08-11,Erdinç Taşkın,0,1,0
45337,1,2014-08-11,user2837795,0,0,0
45338,33,2014-08-11,gws,1,1,0
45339,1,2014-08-11,user45339,0,0,0
45340,101,2014-08-11,Prabhaker A,1,1,0
45341,71,2014-08-11,Galal Ouda,2,0,0
45342,1,2014-08-11,user3888015,0,0,0
45343,101,2014-08-11,Radim,0,0,0
45344,75,2014-08-11,user1543848,11,2,0
45345,101,2014-08-11,gilbertbw,0,0,0
45346,1,2014-08-11,iamogbz,2,0,0
45347,1,2014-08-11,Stefan,0,0,0
45348,1,2014-08-11,jithinjustin,0,0,0
45350,1,2014-08-11,Ashutosh Vishwakarma,0,0,0
45351,101,2014-08-11,Haider Ali Wajihi,0,3,0
45352,1,2014-08-11,Andrew,5,0,0
45354,101,2014-08-11,Devid,2,1,0
45355,3,2014-08-11,granady,0,0,0
45356,1,2014-08-11,graeme_a_henderson,1,0,0
45357,101,2014-08-11,Thermech,0,18,0
45358,1,2014-08-11,Nani,0,0,0
45359,101,2014-08-11,James Ralston,0,1,0
45360,1,2014-08-11,user3929692,0,0,0
45361,101,2014-08-11,arthur,3,0,0
45362,129,2014-08-11,jimmyjambles,4,0,0
45363,1,2014-08-11,Fubzot,0,0,0
45364,101,2014-08-11,Katie Kilian,0,15,0
45365,101,2014-08-11,Paul Prewett,0,3,0
45367,101,2014-08-11,Aaron,2,2,0
45368,1,2014-08-11,Doug Kandl,1,0,0
45370,123,2014-08-11,Ambulare,5,1,0
45371,1,2014-08-11,Charlie Victor,0,0,0
45372,1,2014-08-11,Flavian-Calinic Stuparu,2,0,0
45373,21,2014-08-11,Peter Bucher,2,0,0
45374,123,2014-08-11,John Mitchell,2,1,0
45375,1,2014-08-11,rodneymoya,0,0,0
45376,1,2014-08-11,tony,1,0,0
45377,101,2014-08-11,Jakub Žitný,0,7,0
45378,101,2014-08-11,Prakash,0,0,0
45380,1,2014-08-11,user3357459,4,0,0
45381,1,2014-08-11,JWilson,0,0,0
45382,1,2014-08-11,jjj938linterst,0,0,0
45383,101,2014-08-11,tandy,1,7,0
45385,141,2014-08-11,TWiStErRob,1,0,0
45386,111,2014-08-11,Mazzy,2,3,0
45387,221,2014-08-11,Cristiano Ghersi,9,0,0
45388,221,2014-08-12,dylanT,6,0,0
45389,1,2014-08-12,user3931465,0,0,0
45390,101,2014-08-12,fire_water,2,0,0
45391,121,2014-08-12,zxc,12,1,0
45392,101,2014-08-12,jdero,0,0,0
45393,113,2014-08-12,ianbroad,8,3,0
45396,101,2014-08-12,Rod0n,0,0,0
45397,1,2014-08-12,Hud Hood,0,0,0
45398,11,2014-08-12,user45398,0,0,0
45399,101,2014-08-12,Uooo,0,2,0
45400,101,2014-08-12,thebearingedge,0,0,0
45401,11,2014-08-12,Virender Sehwag,2,0,0
45402,1,2014-08-12,Jiggles,0,0,0
45403,101,2014-08-12,codekoala,0,5,0
45404,1,2014-08-12,Steve,0,0,0
45406,101,2014-08-12,Arindam Nayak,3,0,0
45407,101,2014-08-12,was,0,0,0
45409,113,2014-08-12,enzoyang,2,0,0
45410,1,2014-08-12,Hitu,0,0,0
45411,109,2014-08-12,hkguile,3,0,0
45412,101,2014-08-12,user1502,0,0,0
45413,101,2014-08-12,hossein ketabi,2,0,0
45414,101,2014-08-12,Abhee,1,0,0
45416,101,2014-08-12,Per Quested Aronsson,0,1,0
45418,1,2014-08-12,Umar Khan,0,0,0
45419,1,2014-08-12,D S R,4,0,0
45420,125,2014-08-12,CodinCat,1,1,0
45421,91,2014-08-12,Daniel A.,5,0,0
45422,101,2014-08-12,Thomas Bratt,0,2,0
45423,1,2014-08-12,user3801544,1,0,0
45424,101,2014-08-12,faester,0,2,0
45425,141,2014-08-12,JazzMaster,3,0,0
45426,1,2014-08-12,wiktor.moskwa,1,0,0
45427,101,2014-08-12,ErikL,2,5,0
45428,101,2014-08-12,zarej,0,0,0
45429,101,2014-08-12,cagcowboy,1,11,0
45431,1,2014-08-12,user270460,2,0,0
45434,1,2014-08-12,Edward Ludowici,0,0,0
45435,1,2014-08-12,Ian,2,0,0
45436,101,2014-08-12,kuldeep.kamboj,0,0,0
45437,241,2014-08-12,Mostafa Nazari,5,0,0
45439,23,2014-08-12,Patryk,1,0,0
45441,101,2014-08-12,bashan,2,10,0
45442,1,2014-08-12,tba,0,0,0
45443,1,2014-08-12,pfdsmyth,0,0,0
45444,225,2014-08-12,itaied,11,1,0
45445,163,2014-08-12,james,9,4,0
45446,1,2014-08-12,Ryan Fitzgerald,0,0,0
45447,121,2014-08-12,WPRookie82,1,0,0
45448,35,2014-08-12,alexy,0,0,0
45449,11,2014-08-12,BSmith,2,0,0
45450,3,2014-08-12,Alienware,9,0,0
45451,101,2014-08-12,SerkanSerttop,0,0,0
45453,101,2014-08-12,James Kingsbery,0,4,0
45454,101,2014-08-12,Ben Fortune,0,4,0
45455,1,2014-08-12,Kamyar,0,0,0
45456,1,2014-08-12,ihilt,0,0,0
45457,101,2014-08-12,Mike,0,0,0
45458,1,2014-08-12,brianforan,1,0,0
45459,103,2014-08-12,rkedge,1,0,0
45460,101,2014-08-12,Jan,1,0,0
45461,101,2014-08-12,changokun,2,1,0
45462,195,2014-08-12,Krowi,3,2,0
45463,1,2014-08-12,user26924,0,0,0
45464,101,2014-08-12,bradlis7,0,0,0
45465,101,2014-08-12,System.Cats.Lol,1,17,0
45466,81,2014-08-12,pjbollinger,6,0,0
45467,276,2014-08-12,jrdevdba,3,126,0
45468,1,2014-08-12,R W Sheedy,0,0,0
45469,1,2014-08-12,krhae,0,0,0
45470,101,2014-08-12,neumino,2,0,0
45471,111,2014-08-12,Christopher Schmidt,6,0,0
45472,101,2014-08-12,I Bajwa PHD,3,0,0
45473,121,2014-08-12,Darren Griffith,6,18,0
45474,1,2014-08-12,MadTom,0,0,0
45475,121,2014-08-12,Ismail Sahin,1,8,0
45477,101,2014-08-12,amethystdragon,0,0,0
45478,81,2014-08-12,Dave,1,1,0
45479,101,2014-08-12,sactiw,3,15,0
45480,1,2014-08-12,raza19,2,0,0
45482,101,2014-08-12,Ricardo Veguilla,0,0,0
45483,655,2014-08-12,pgunston,25,3,0
45484,101,2014-08-13,Jared,0,0,0
45485,31,2014-08-13,Shalabajzer,10,0,0
45486,1,2014-08-13,Jack Vo,3,0,0
45487,1,2014-08-13,rjmackay,0,0,0
45488,3,2014-08-13,Jez,3,0,0
45489,101,2014-08-13,manubkk,0,1,0
45490,1,2014-08-13,Oscar Ocampo,0,0,0
45491,1,2014-08-13,CronyDevil Cronydevil,0,0,0
45493,101,2014-08-13,Ahmed Abdel Moneim Elket,0,0,0
45495,11,2014-08-13,dhicom,0,0,0
45496,195,2014-08-13,Vasilly.Prokopyev,3,5,0
45497,1,2014-08-13,Lyhan,0,0,0
45498,111,2014-08-13,cb2,4,0,0
45499,1,2014-08-13,user2797965,0,0,0
45500,9,2014-08-13,ankit pamecha,5,0,0
45501,101,2014-08-13,user3546156,0,0,0
45502,101,2014-08-13,WilQu,0,4,0
45503,1,2014-08-13,ashish Tripathi,3,0,0
45504,121,2014-08-13,Kim,1,0,0
45505,21,2014-08-13,hessodreamy,1,0,0
45506,405,2014-08-13,Obsidian Phoenix,14,6,0
45507,1,2014-08-13,Francisco,1,0,0
45508,101,2014-08-13,herdingofthecats,0,1,0
45509,1010,2014-08-13,Soni Harriz,30,3,0
45510,101,2014-08-13,Athlan,3,4,0
45511,1,2014-08-13,bigster,5,0,0
45512,101,2014-08-13,Neeku,0,0,0
45513,319,2014-08-13,jimbobmcgee,9,1,0
45514,101,2014-08-13,Luna,0,6,0
45515,131,2014-08-13,Nate S.,7,50,0
45516,141,2014-08-13,Francesco Casula,5,27,0
45517,101,2014-08-13,Deadron,0,1,0
45518,1,2014-08-13,user251405,1,0,0
45519,101,2014-08-13,nulltek,4,0,0
45520,101,2014-08-13,oleksa,1,6,0
45522,101,2014-08-13,Todd,0,0,0
45524,1,2014-08-13,Kamil Teczkowski,0,0,0
45525,101,2014-08-13,Bo Flexson,0,0,0
45527,121,2014-08-13,jack_kerouac,3,3,0
45528,101,2014-08-13,Valderann,5,0,0
45529,438,2014-08-13,DerekCate,7,2,0
45530,101,2014-08-13,amra,0,0,0
45531,101,2014-08-13,Chronozoa,0,0,0
45532,101,2014-08-13,Timothy Corbett-Clark,0,0,0
45533,1,2014-08-13,Oleg G,2,0,0
45534,101,2014-08-13,Jordan,0,5,0
45535,61,2014-08-13,Patrick Herrington,1,0,0
45536,53,2014-08-13,JaReg,5,2,0
45537,101,2014-08-13,huMpty duMpty,1,4,0
45538,109,2014-08-13,Twelfth,0,2,0
45539,1,2014-08-13,Richard Howes,0,0,0
45540,101,2014-08-13,Colin ODell,0,5,0
45541,1,2014-08-13,JosephMoeller,0,0,0
45542,101,2014-08-13,shereifhawary,1,0,0
45545,1,2014-08-13,Bob,0,0,0
45546,1,2014-08-13,Jonathan,0,0,0
45547,133,2014-08-13,mOrloff,2,0,0
45548,91,2014-08-13,ansible,26,4,0
45549,101,2014-08-13,Qoheleth-Tech,1,0,0
45552,45,2014-08-13,user3821501,7,0,0
45553,55,2014-08-13,Hakubex,3,17,0
45554,101,2014-08-13,larsonmattr,1,0,0
45556,71,2014-08-13,HoGi,14,0,0
45557,21,2014-08-13,Lou OQuin,1,0,0
45558,101,2014-08-13,Jonathan,1,14,0
45559,101,2014-08-13,dimus,2,4,0
45560,21,2014-08-14,Jillian,0,0,0
45561,103,2014-08-14,kolrie,3,3,0
45562,101,2014-08-14,webrian,2,0,0
45563,41,2014-08-14,joeldub,4,5,0
45564,131,2014-08-14,BD.,3,1,0
45565,1,2014-08-14,Pete,1,0,0
45566,101,2014-08-14,Peng Zhang,0,0,0
45567,1,2014-08-14,Sanja Brabenec,0,0,0
45568,1,2014-08-14,Payam Omrani,0,0,0
45569,101,2014-08-14,Umidbek Karimov,0,7,0
45570,101,2014-08-14,Rubanov,0,2,0
45571,1,2014-08-14,owen_campbell,1,0,0
45572,101,2014-08-14,RobinvdA,1,0,0
45573,77,2014-08-14,moussa houssein,31,0,0
45574,101,2014-08-14,Himanshu Chawla,7,0,0
45575,101,2014-08-14,Giorgi Chakhidze,0,7,0
45577,21,2014-08-14,stumps42,1,0,0
45578,101,2014-08-14,Dwoolk,0,15,0
45579,1,2014-08-14,user62632,0,0,0
45580,101,2014-08-14,mritz_p,0,0,0
45581,101,2014-08-14,wackozacko,0,0,0
45582,101,2014-08-14,Alpi Murányi,0,0,0
45583,21,2014-08-14,goldenarms,5,0,0
45584,1,2014-08-14,JJBurgess,3,0,0
45585,1,2014-08-14,Scooletz,0,0,0
45586,101,2014-08-14,jcaruso,0,0,0
45587,1,2014-08-14,Sabe,0,0,0
45588,1,2014-08-14,Léo B,0,0,0
45590,1,2014-08-14,Ghislain Rouvignac,0,0,0
45591,1,2014-08-14,kol,0,0,0
45592,13,2014-08-14,jdcorr,1,0,0
45595,101,2014-08-14,Kobi,1,2,0
45596,1,2014-08-14,user3481396,0,0,0
45598,101,2014-08-14,jyotiprakash,0,1,0
45599,1,2014-08-14,James Barry,1,0,0
45601,121,2014-08-14,user69715,5,0,0
45602,101,2014-08-14,rob5408,1,3,0
45603,125,2014-08-14,Scott Selby,8,2,0
45604,101,2014-08-14,RedGiant,0,0,0
45605,133,2014-08-14,eripey,2,0,0
45606,163,2014-08-14,Ryan Gross,4,3,0
45607,15,2014-08-14,Matt8,0,0,0
45608,1,2014-08-14,GUNA,1,0,0
45609,1,2014-08-14,Tony Fiorentini,0,0,0
45610,141,2014-08-14,Mike Precup,1,0,0
45611,101,2014-08-14,zymhan,0,2,0
45612,1,2014-08-14,Patrick Davis,1,0,0
45613,1,2014-08-14,JulieC,1,0,0
45614,133,2014-08-14,MeSo2,3,7,0
45615,101,2014-08-14,aggietech,0,0,0
45616,10842,2014-08-14,LowlyDBA - John M,1851,3098,1213
45617,1,2014-08-14,Big Joe,0,0,0
45618,101,2014-08-14,LittleTreeX,0,0,0
45619,11,2014-08-14,confusedSQLguy,0,0,0
45620,101,2014-08-14,grosser,5,0,0
45621,101,2014-08-15,Chanthu,1,2,0
45622,101,2014-08-15,j2gl,0,7,0
45623,1,2014-08-15,Enzoaeneas,0,0,0
45624,231,2014-08-15,alt,7,2,0
45625,103,2014-08-15,emreaydin149,2,0,0
45626,101,2014-08-15,Akash,0,0,0
45627,1,2014-08-15,craM 4D-61-72-63,2,0,0
45628,1,2014-08-15,Mason Frazee,0,0,0
45629,1,2014-08-15,sayed,0,0,0
45630,101,2014-08-15,Dmitry Gonchar,0,1,0
45631,101,2014-08-15,dingx,1,7,0
45632,101,2014-08-15,CMCDragonkai,17,3,0
45633,81,2014-08-15,matthewrk,3,1,0
45634,101,2014-08-15,CurseStacker,0,3,0
45635,101,2014-08-15,rjmunro,1,0,0
45636,101,2014-08-15,eggbox,1,0,0
45637,101,2014-08-15,mayankcpdixit,0,0,0
45638,1,2014-08-15,TPD14rj,0,0,0
45639,1,2014-08-15,seschwar,0,0,0
45640,101,2014-08-15,Dmitry Polushkin,0,1,0
45641,11,2014-08-15,Paul Lucaciu,0,0,0
45642,1,2014-08-15,philn5d,8,0,0
45643,1,2014-08-15,Juun,1,0,0
