id,posttypeid,posttype,title,acceptedanswerid,parentid,creationdate,score,viewcount,owneruserid,lasteditoruserid,tags
65219,2,Answer,,,65216,2014-05-15,3,,877,-1,
65221,1,Question,Dynamic UPDATE fails due to unwanted parenthesis around string in plpgsql,65223,,2014-05-15,1,2961,38402,3684,<postgresql><update><plpgsql><dynamic-sql>
65224,1,Question,Using ODBC Connection to Access Firebird Database,,,2014-05-15,1,4923,38465,10832,<sql-server><sql-server-2008-r2><linked-server><odbc><firebird>
65225,1,Question,loading k:v pairs from DB into JS Object,,,2014-05-15,0,38,38420,38420,<mysql><database-design><normalization><format>
65227,1,Question,LOAD DATA stuck at Null State MySQL,65243,,2014-05-15,3,1884,38470,-1,<mysql><innodb><performance><insert><bulk-insert><query-performance>
65229,2,Answer,,,65221,2014-05-16,3,,3684,3684,
65235,1,Question,Slow queries InnoDB occasionaly,,,2014-05-16,1,516,38482,-1,<mysql><mysql-5.5><performance><query-performance>
65237,1,Question,"Query plan cache bloated by ad-hoc queries, even with ""Optimize for Ad-hoc Workloads""",65255,,2014-05-16,7,2523,33638,33638,<sql-server><sql-server-2012><execution-plan><plan-cache>
65238,1,Question,MySQL incremental backups per database (not global),,,2014-05-16,1,973,38487,993,<mysql><replication><backup>
65240,2,Answer,,,65238,2014-05-16,0,,33170,-1,
65241,1,Question,Does CAST(DateTime AS DATE) cause the entire table to be CAST before comparison?,,,2014-05-16,0,3387,14918,993,<sql-server><sql-server-2012><cast>
65242,2,Answer,,,65241,2014-05-16,2,,993,1186,
65243,2,Answer,,,65227,2014-05-16,2,,877,-1,
65249,1,Question,Uninstalling Oracle Database Products: Which & How to?,,,2014-05-16,0,1942,38492,5555,<oracle><oracle-11g-r2>
65253,1,Question,How can I determine the performance (rows/second) for a certain query on one of my tables?,,,2014-05-16,0,41,38423,38423,<mysql><performance><innodb><mysql-5.5>
65254,1,Question,Wildcard for table permissions,,,2014-05-16,4,4919,38496,993,<mysql><permissions>
65261,1,Question,"Update+Select in one SQL Server transaction, and concurrent deadlocks",,,2014-05-16,3,94,38498,807,<sql-server><deadlock>
65262,1,Question,Performance hit of CONVERT from nvarchar to money (SQL Server),65265,,2014-05-16,5,1100,38497,38497,<sql-server><sql-server-2008>
65265,2,Answer,,,65262,2014-05-16,13,,708,807,
65266,1,Question,List of fallback values in SQL,,,2014-05-16,2,423,38500,15356,<query><database-agnostic>
65268,1,Question,How can I load utf8 into plperl by default?,65398,,2014-05-16,3,840,36118,2639,<postgresql><functions><postgresql-extensions><perl><solaris>
65273,1,Question,How do I make binlog-format=ROW the start up default in the /etc/my.cnf file?,,,2014-05-16,9,22771,38507,877,<mysql><innodb><my.cnf><binlog>
65274,2,Answer,,,65254,2014-05-16,5,,877,-1,
65279,1,Question,Reference implementation of a scalable storage system with strong consistency?,,,2014-05-16,2,86,38511,38511,<storage><scalability><acid>
65280,1,Question,SQL Server 2012 Page Life Expectancy resets to 0 after about 50 days,,,2014-05-16,12,2681,38512,-1,<sql-server><sql-server-2012><page-life-expectancy>
65285,1,Question,SQL query to find all parent records where all child records have a given value (not just some),65286,,2014-05-17,1,4889,38515,38515,<postgresql>
65286,2,Answer,,,65285,2014-05-17,2,,36809,1822,
65291,1,Question,My stored procedures often get invalidated,,,2014-05-17,0,378,37143,37143,<oracle-10g><plsql>
65294,1,Question,Cannot add or change records,,,2014-05-17,1,1984,38114,38114,<ms-access><inheritance>
65302,1,Question,Airport Database Design guidance required,65306,,2014-05-17,0,2297,38175,171,<database-design><schema><normalization><relational-theory><application-design>
65304,1,Question,connect to oracle db server remotely,,,2014-05-17,3,3046,38532,39384,<oracle><connectivity>
65311,1,Question,Mysql to Oracle communication,68810,,2014-05-17,1,1133,38535,-1,<mysql><oracle><trigger><php>
65312,1,Question,How to create a role that cannot create or alter a table?,,,2014-05-17,3,692,38536,3684,<postgresql><permissions><role>
65313,2,Answer,,,65238,2014-05-17,3,,2703,-1,
65318,1,Question,How would I model the Twitter lists functionality?,,,2014-05-17,2,479,38539,38539,<database-design><application-design>
65320,2,Answer,,,65312,2014-05-17,3,,3684,3684,
65322,1,Question,Delete image/blob content to reduce *.mdf file size?,65646,,2014-05-18,1,2251,10936,807,<sql-server>
65324,1,Question,Why search by date field requires engine to touch all records?,,,2014-05-17,0,86,38554,38554,<mysql><index><explain>
65333,1,Question,"SQL Server version numbers, when related to hotfixes, are they ""inclusive""?",65334,,2014-05-18,2,560,2618,2618,<sql-server>
65335,1,Question,Database design for mobile app,,,2014-05-18,0,2091,38559,993,<mysql><database-design><database-recommendation><sqlite><data-synchronization>
65336,1,Question,Relational Model Design - Entity with one attribute,65464,,2014-05-18,4,4330,38561,1192,<database-design><relational-theory><erd><database-agnostic>
65337,1,Question,Confusion normalizing data to 3NF and transitive dependencies,,,2014-05-18,2,380,38562,993,<database-design><normalization>
65341,1,Question,InnoDB Buffer Pool Hit Rate,65342,,2014-05-18,2,7237,15922,877,<mysql><innodb><buffer-pool>
65346,1,Question,poor and/or unreliable InnoDB performance,,,2014-05-18,4,511,37376,-1,<mysql><innodb><performance><performance-tuning><query-performance>
65351,1,Question,Sync two MySQL databases in two different locations,65354,,2014-05-19,30,181476,38582,807,<mysql><data-synchronization>
65354,2,Answer,,,65351,2014-05-19,35,,290,-1,
65358,1,Question,Knowing your workload type using dmvs?,,,2014-05-19,0,77,31563,10361,<sql-server><dmv>
65359,1,Question,Seeking help to test a use case on sql server memory,,,2014-05-19,2,134,31563,10361,<sql-server><performance><memory><tuning>
65362,2,Answer,,,65358,2014-05-19,5,,33638,33638,
65365,1,Question,Suppressing the removal of leading zeros in numeric data,,,2014-05-19,1,1468,38591,10832,<sql-server><sql-server-2008-r2><datatypes>
65370,1,Question,Decode Function in Oracle,,,2014-05-19,0,181,30924,28434,<oracle><plsql>
65373,1,Question,Way to ensure just one connection to a DB2 database,65410,,2014-05-19,1,2408,5065,5065,<db2>
65375,2,Answer,,,63739,2014-05-19,0,,18155,18155,
65380,1,Question,Why doesnt this transactional replication post script work? (Works in SSMS and SQLCmd.exe),,,2014-05-19,0,913,28206,45616,<sql-server><linked-server><transactional-replication>
65391,1,Question,Mysql sequential numbering based on MAX of another column,65481,,2014-05-19,1,377,38613,877,<mysql><myisam><update>
65397,1,Question,ERROR - Function innodb already exists,65799,,2014-05-19,11,16508,38548,38548,<mysql><innodb>
65399,1,Question,"Permissions to see and script objects, but not alter them?",65402,,2014-05-19,9,10580,6383,8783,<sql-server><sql-server-2012><permissions><ddl>
65400,1,Question,Is UDPLOCK using Row-locks?,65401,,2014-05-19,0,929,7873,993,<sql-server><locking><transaction><deadlock>
65401,2,Answer,,,65400,2014-05-19,3,,8783,-1,
65404,1,Question,Get the application name,65405,,2014-05-19,2,5011,9086,2241,<sql-server><perfmon><connections>
65406,1,Question,Postgres 9.3 64 Bit Windows 7 and 64 bit Postgres install - cleared password no longer connects,,,2014-05-19,1,1840,38621,38621,<postgresql><windows>
65413,2,Answer,,,65397,2014-05-19,0,,877,-1,
65416,1,Question,How to SELECT multiple COUNT(*) columns with each GROUP BY having a different WHERE clause?,65419,,2014-05-19,6,30978,25295,25295,<sql-server-2008-r2><join><group-by>
65419,2,Answer,,,65416,2014-05-19,6,,33170,33170,
65423,2,Answer,,,65416,2014-05-19,1,,8834,1186,
65426,1,Question,Error #1093 you-cant-specify-target-table-table-name-for-update-in-from-clause,65452,,2014-05-19,1,2440,38597,-1,<mysql><errors>
65427,1,Question,PostgreSQL 9.3 - standard_confirming_strings option in postgresql.conf not affecting remote machine,66510,,2014-05-20,1,1432,24413,24413,<configuration><postgresql-9.3><storage><remote>
65431,1,Question,Why is an additional filtered statistic being ignored (EAV schema)?,,,2014-05-20,6,449,9415,9415,<sql-server><statistics><eav><cardinality-estimates>
65433,2,Answer,,,52184,2014-05-20,-2,,34637,34637,
65438,1,Question,Running materialized view refresh in parallel,,,2014-05-20,4,1667,10736,5555,<oracle><oracle-11g-r2><data-warehouse>
65444,1,Question,How to improve this queries performance by indexing properly?,65534,,2014-05-20,2,246,1487,2718,<sql-server><sql-server-2008><t-sql><index-tuning>
65445,1,Question,Postgres live backup,65487,,2014-05-20,0,1479,38643,38643,<postgresql><replication><backup><index-tuning><postgresql-9.3>
65450,2,Answer,,,65427,2014-05-20,2,,7788,7788,
65458,1,Question,DB2 SQL: How to select all days in a date range even if no data exists for some days,,,2014-05-20,2,11093,38651,38651,<db2>
65459,1,Question,Find day values in bigint date?,,,2014-05-20,0,1547,36017,2718,<sql-server><sql-server-2008-r2><t-sql>
65460,2,Answer,,,65459,2014-05-20,3,,33638,2718,
65465,1,Question,desing the database for survey app with various types of answers,65468,,2014-05-20,0,1405,38657,-1,<mysql><database-design><php>
65466,1,Question,DBCC CheckDB causing high values for resource_semaphore wait type,65566,,2014-05-20,5,1887,10181,10181,<sql-server><sql-server-2008-r2><performance>
65469,1,Question,What is an effective way to wipe sensitive data on a data pages after dropping a tables column?,,,2014-05-20,3,278,21771,2241,<sql-server><security><data-pages>
65472,1,Question,Identity in a view treated as ordinary int - migrating from SQL Server 2000 to 2012,,,2014-05-20,2,324,38659,38659,<sql-server-2012><sql-server-2000><view><identity><compatibility-level>
65474,1,Question,SQL Server 2005 on Windows Server 2012 R2 Install Question,,,2014-05-20,0,31969,38660,2241,<sql-server-2005>
65476,1,Question,Execute SQL at different server (with dynamic server name),,,2014-05-20,0,395,23481,36809,<sql-server><linked-server><dynamic-sql>
65478,2,Answer,,,65469,2014-05-20,2,,26626,-1,
65479,1,Question,SQL Server USE ignores IF block,65480,,2014-05-20,1,195,38661,38661,<sql-server-2012><mirroring><if-not-exists>
65480,2,Answer,,,65479,2014-05-20,5,,1186,-1,
65481,2,Answer,,,65391,2014-05-20,0,,877,-1,
65485,1,Question,Does partitioning sometimes require denormalization?,65489,,2014-05-20,1,177,38670,1186,<sql-server><partitioning>
65487,2,Answer,,,65445,2014-05-20,3,,7788,7788,
65492,1,Question,Will composite indexes or unique indexes help with query performance?,65497,,2014-05-20,2,111,28689,-1,<mysql><mysql-5.5><performance><query-performance>
65494,2,Answer,,,65466,2014-05-20,3,,33543,33543,
65495,1,Question,Deadlock on Delete Statement,,,2014-05-20,11,20181,30763,30763,<sql-server><deadlock>
65496,1,Question,SLEEP_TASK and PAGELATCH_XX peaking after upgrade to R2 SP1,,,2014-05-20,1,728,9031,-1,<sql-server><sql-server-2008-r2><performance><tempdb><waits>
65500,1,Question,Recurring Memory Issues,,,2014-05-20,0,649,38681,2241,<sql-server><sql-server-2008-r2><memory><windows-server>
65504,1,Question,Partitioning large mysql table,65506,,2014-05-20,6,5257,5631,5631,<mysql><partitioning>
65505,1,Question,Why isnt my new index/table being created on the filegroup I specify?,65512,,2014-05-20,4,1216,20225,20225,<sql-server><sql-server-2008><filegroups>
65506,2,Answer,,,65504,2014-05-20,8,,2703,2703,
65507,1,Question,PostgreSQL replication with fsync disabled?,,,2014-05-20,0,439,38691,877,<postgresql><replication><memory>
65510,1,Question,Restore backup to staging replica set,,,2014-05-20,2,1024,38694,38694,<mongodb>
65513,1,Question,"Best way to Design Key,value pairs in relational database?",,,2014-05-20,5,19696,23450,23450,<sql-server>
65516,1,Question,What causes Unknown token received from SQL Server?,,,2014-05-20,0,7355,1039,807,<sql-server-2005><t-sql>
65517,2,Answer,,,52476,2014-05-20,-4,,38705,10832,
65520,1,Question,Syncing updates to master in master/slave setup [semi-sync replication],65526,,2014-05-21,2,367,38707,-1,<mysql><semi-sync-replication>
65531,1,Question,How to restore symmetric key on the new database?,65570,,2014-05-21,8,9506,38684,38684,<sql-server><sql-server-2008><sql-server-2005><encryption>
65535,1,Question,Why is the speed of executing statements dependent on the network connection?,65571,,2014-05-21,31,1051,2103,2103,<sql-server><t-sql>
65536,1,Question,How to identify the creator of the temporary table in SQL Server 2005,,,2014-05-21,1,37,24330,807,<sql-server-2005><tempdb>
65537,1,Question,Query returning unused stored procedures,65540,,2014-05-21,2,628,37971,-1,<performance><stored-procedures><query-performance>
65538,1,Question,oracle database login information,,,2014-05-21,1,89,38720,28434,<oracle><security>
65544,1,Question,Problem in Nested Query,,,2014-05-21,0,467,38726,993,<subquery><sqlite>
65546,2,Answer,,,65544,2014-05-21,0,,33638,33638,
65549,1,Question,Mongos down when I shutdown one of three servers,65996,,2014-05-21,0,1745,38731,993,<mongodb>
65561,1,Question,Postgresql AUTOVACUUM ANALYSE parameters for a specified table,,,2014-05-21,2,218,32508,32508,<postgresql><postgresql-9.2>
65563,1,Question,AlwaysOn AG and Cross-Database/Server Transactions,,,2014-05-21,3,776,38739,2241,<sql-server><availability-groups><high-availability>
65569,1,Question,Improve MySQL Query Performance - Too many records,,,2014-05-21,3,3373,38740,-1,<mysql><index><performance><rdbms><query-performance>
65571,2,Answer,,,65535,2014-05-21,33,,1192,1192,
65576,1,Question,INSERT from a SELECT combined with a single value,65877,,2014-05-21,10,20912,38743,3684,<postgresql><postgresql-9.1><insert>
65587,1,Question,High I/O for part of query,,,2014-05-21,7,326,38745,-1,<sql-server-2005><performance><execution-plan><performance-tuning><query-performance>
65589,1,Question,Oracle 11gR2 + RedHat 6.5 cannot start sqlplus,65590,,2014-05-21,1,2398,38751,38760,<oracle-11g-r2><sqlplus><redhat>
65591,1,Question,"Trying to find unused stored procedures, but dm_exec_procedure_stats seems to be resetting",,,2014-05-21,0,37,4796,807,<sql-server><t-sql><dmv>
65596,1,Question,What happens when you create the primary key of a table on a different filegroup?,65604,,2014-05-21,3,1972,23481,23481,<sql-server><t-sql><ddl><filegroups>
65597,1,Question,"Oracle program ""lsnrctl"" is missing after the installation of 32bit Oracle client",,,2014-05-21,4,35584,38746,4613,<oracle><installation><listener><windows-server>
65598,1,Question,About creating a View With additional coumns (that are not in the table),65599,,2014-05-21,0,38,38759,4796,<db2><view>
65599,2,Answer,,,65598,2014-05-21,2,,4796,4796,
65607,2,Answer,,,53184,2014-05-21,1,,38763,10832,
65609,1,Question,Column vs Field: have I been using these terms incorrectly?,65614,,2014-05-21,27,29640,157,157,<terminology><fields>
65611,1,Question,Adding a column to the view which shows the date in format YYYYMM,66011,,2014-05-21,2,80,38759,28434,<db2><view>
65612,1,Question,Conditonally create temporary table,65625,,2014-05-21,1,811,13096,6260,<postgresql><plpgsql>
65614,2,Answer,,,65609,2014-05-21,37,,3353,3353,
65615,2,Answer,,,65513,2014-05-21,6,,993,-1,
65618,1,Question,Peer review database design for various reports,,,2014-05-21,2,162,38775,38775,<mysql><database-design><innodb><php>
65625,2,Answer,,,65612,2014-05-21,2,,38456,13096,
65630,1,Question,MyISAM : Should I be concerned by these warnings?,,,2014-05-21,3,1488,35636,877,<mysql><backup><myisam><corruption>
65633,1,Question,HStore vs. multiple tables with inheritance - do I have a good use case for HStore?,65686,,2014-05-21,5,886,38784,38784,<postgresql><database-design><hstore>
65635,2,Answer,,,65630,2014-05-21,2,,877,-1,
65640,1,Question,Upgraded from SQL Server 2008 R2 Express to SQL Server 2014,65641,,2014-05-22,3,3943,38788,807,<sql-server><sql-server-2008-r2><upgrade><sql-server-2014>
65641,2,Answer,,,65640,2014-05-22,2,,2241,2241,
65644,1,Question,Trigger to audit table changes,65866,,2014-05-22,3,20108,38790,1192,<sql-server><sql-server-2012><trigger><xml><audit>
65647,1,Question,UPDATE Query replacing string primary key taking days to resolve,,,2014-05-22,0,318,38794,38794,<postgresql><update>
65649,2,Answer,,,65587,2014-05-22,1,,38633,993,
65654,2,Answer,,,63174,2014-05-22,3,,36489,-1,
65658,1,Question,SQL Question: Selecting different language versions based on availability,,,2014-05-22,3,463,38809,993,<mysql><mysql-5.6>
65660,2,Answer,,,65658,2014-05-22,1,,38111,38111,
65662,1,Question,Postgres: How to insert row with autoincrement id,,,2014-05-22,16,115080,38812,1822,<postgresql><select><insert><auto-increment>
65665,1,Question,Partition by year and sub-partition by month mysql,,,2014-05-22,5,39645,38813,38813,<mysql><partitioning>
65668,1,Question,How can I minimize the risk of accidentally modifying the wrong database?,,,2014-05-22,12,3195,19091,-1,<sql-server><ssms>
65669,1,Question,High Number of Connections,,,2014-05-22,2,3898,30763,2241,<sql-server><connection-pooling><connections>
65671,2,Answer,,,65668,2014-05-22,2,,22315,22315,
65674,2,Answer,,,65668,2014-05-22,6,,30522,30522,
65685,1,Question,Merging a Select query into a view,,,2014-05-22,1,111,38759,3389,<db2>
65690,1,Question,MySQL: What happens to the row when skip-errors=1062 is set,65700,,2014-05-22,7,24214,9833,28434,<mysql><replication>
65691,1,Question,Is there a performance consideration if stored procedures are in a separate database than the source data?,65705,,2014-05-22,4,385,11634,11634,<sql-server><stored-procedures>
65693,1,Question,Why is InnoDB waiting for table metadata lock in simple INSERT/DELETE + SELECT?,,,2014-05-22,0,1887,11121,33170,<mysql><innodb><locking>
65695,2,Answer,,,65668,2014-05-22,11,,38843,38843,
65697,2,Answer,,,65665,2014-05-22,3,,34007,34007,
65702,1,Question,"Availability mode - manual failover mode, best practice for availability mode?",65704,,2014-05-22,4,2680,31105,2241,<sql-server><availability-groups><high-availability>
65718,1,Question,Remove a period if it is the first character in a varchar column,65719,,2014-05-22,0,6026,29717,1396,<sql-server><t-sql><functions>
65720,2,Answer,,,65718,2014-05-22,0,,28434,28434,
65723,1,Question,update an id to max+1 in current table? (MySQL),,,2014-05-22,1,7464,36083,36083,<mysql>
65725,1,Question,drop table from outside?,,,2014-05-22,4,228,29735,29735,<mysql>
65728,1,Question,forcing innodb recovery of a corrupted database,65736,,2014-05-22,2,31886,29735,29735,<mysql><innodb>
65729,2,Answer,,,65723,2014-05-23,1,,2703,2703,
65734,1,Question,How to create new table with same constraints and indexes?,,,2014-05-23,12,36921,36017,1186,<sql-server><database-design><sql-server-2008-r2><index><constraint>
65736,2,Answer,,,65728,2014-05-23,4,,34361,34361,
65737,2,Answer,,,65734,2014-05-23,16,,1186,1186,
65751,1,Question,"""Access denied for user"" error when creating a procedure",65755,,2014-05-23,1,7523,32911,993,<mysql><stored-procedures><permissions><procedure-definition>
65752,1,Question,"Sort Warnings, finding out the query behind them",,,2014-05-23,2,2539,37971,-1,<sql-server><performance><sorting><trace><performance-testing><performance-tuning>
65753,1,Question,Slow INSERT/UPDATE on InnoDB,,,2014-05-23,3,19048,38482,-1,<performance><mysql-5.5>
65758,1,Question,Significant difference between duration for querys in SHOW PROFILE and SHOW PROFILES?,,,2014-05-23,2,521,38882,38882,<mysql><performance><optimization><profiler>
65759,1,Question,How to improve this query performance by indexing properly?,65768,,2014-05-23,1,144,1487,28434,<sql-server-2008><t-sql><index-tuning>
65763,1,Question,Dual table default value?,65769,,2014-05-23,0,785,30209,-1,<oracle>
65768,2,Answer,,,65759,2014-05-23,4,,993,993,
65770,2,Answer,,,65759,2014-05-23,0,,38371,38371,
65772,2,Answer,,,55865,2014-05-23,0,,38896,10361,
65773,2,Answer,,,65759,2014-05-23,0,,37187,993,
65774,2,Answer,,,65763,2014-05-23,2,,37187,1822,
65786,1,Question,"QUERY - pivot multiple columns, variable number of rows",65918,,2014-05-23,6,55104,38906,993,<sql-server><sql-server-2008-r2><pivot>
65788,1,Question,How to use variable and drop in test script?,65797,,2014-05-23,1,1086,38855,38855,<oracle><plsql><toad>
65797,2,Answer,,,65788,2014-05-23,3,,5555,5555,
65800,2,Answer,,,36612,2014-05-23,0,,38919,1396,
65801,1,Question,Access (07 -10) form is not showing entered records,,,2014-05-23,1,111,38920,9003,<ms-access>
65804,1,Question,Stored Procedure to evaluate column if condition is true execute another stored procedure,65805,,2014-05-23,2,7511,38925,-1,<stored-procedures><case><if-not-exists>
65821,1,Question,How do data checksums interact with streaming replication?,,,2014-05-24,11,700,1396,1396,<postgresql><replication><postgresql-9.3><checksum>
65836,1,Question,SQL Server 2012 performance degradation,,,2014-05-24,3,5880,8414,807,<sql-server><performance><sql-server-2012>
65841,1,Question,Fetch all parents from child id,,,2014-05-24,0,14116,38957,10361,<mysql><recursive>
65842,2,Answer,,,65841,2014-05-24,5,,877,877,
65844,1,Question,appending 2 tables based on common columns in Postgresql 9.3,,,2014-05-25,1,133,38964,10361,<postgresql><postgresql-9.3>
65851,1,Question,MySQL TEXT Disk Space,65856,,2014-05-25,1,449,38971,877,<mysql><innodb>
65853,1,Question,Connect to Oracle DB 9i using SSH TUNNEL via putty,,,2014-05-25,0,4920,38532,2047,<network><connectivity><oracle-9i>
65854,1,Question,Should I split these fields or leave as one?,65855,,2014-05-25,2,131,38973,38973,<database-design><fields>
65856,2,Answer,,,65851,2014-05-25,0,,877,-1,
65862,1,Question,Crows Foot notation and identifying -vs- non-identifying relationships,269298,,2014-05-25,3,4343,34332,34332,<foreign-key><primary-key><database-diagrams>
65868,1,Question,Mysql Queries cause high load in server,65872,,2014-05-25,-1,716,38980,38980,<mysql><innodb><linux>
65872,2,Answer,,,65868,2014-05-25,1,,993,993,
65875,1,Question,SSMS Intellisense - Data Dictionary Incorporation - Show Object Descriptions in Popup?,,,2014-05-25,1,188,38987,1186,<sql-server><ssms><metadata><intellisense>
65877,2,Answer,,,65576,2014-05-26,11,,3684,-1,
65890,1,Question,Check if database is restored to the most recent log file,65908,,2014-05-26,3,2829,5861,5861,<sql-server-2008-r2>
65892,1,Question,Performance issues when extracting scatter plot data,66153,,2014-05-26,1,182,15359,-1,<mysql><performance><join><query-performance>
65893,1,Question,Error while creating procedure,65943,,2014-05-26,0,335,39009,10361,<mysql><stored-procedures><procedure-definition>
65898,1,Question,whether to merge partitioned table with only partially overlapping columns,65903,,2014-05-26,1,190,38399,-1,<join><view><union><partitioning>
65906,2,Answer,,,65753,2014-05-26,0,,37300,37300,
65908,2,Answer,,,65890,2014-05-26,3,,26626,26626,
65909,1,Question,How can I send an email when objects get invalidated?,65915,,2014-05-26,1,178,37143,10832,<plsql><plsql-developer>
65914,1,Question,selecting records that are 3 days from expiring datetime,,,2014-05-26,2,21382,25845,25845,<mysql><datetime><date>
65915,2,Answer,,,65909,2014-05-26,0,,2453,2453,
65917,1,Question,Is there any difference on performance when choosing DISTINCT or GROUP BY to bring distinct values?,,,2014-05-26,3,5663,16402,-1,<sql-server-2012><performance><t-sql><execution-plan><query-performance>
65920,2,Answer,,,65914,2014-05-26,5,,877,877,
65922,1,Question,deleting large volumes of rows from table efficiently in SQL Server,65924,,2014-05-26,12,59081,5992,5992,<sql-server><t-sql><delete><jobs>
65923,2,Answer,,,65821,2014-05-26,1,,34857,34857,
65924,2,Answer,,,65922,2014-05-26,12,,38371,38371,
65925,1,Question,"00911. 00000 - ""invalid character""",66034,,2014-05-26,0,2183,39037,39037,<oracle>
65926,1,Question,replication error involving ignore-db,,,2014-05-26,1,182,37550,-1,<replication>
65927,2,Answer,,,65922,2014-05-26,5,,26626,26626,
65929,1,Question,Why OEM RMAN backup jobs fail after changing the preferred credentials?,,,2014-05-26,2,2451,2863,2863,<oracle><oracle-11g-r2><rman><password><oracle-enterprise-manager>
65930,1,Question,How to update foreign keys in a large fact table using FORALL?,,,2014-05-26,0,223,39039,23721,<oracle><plsql>
65931,2,Answer,,,65335,2014-05-27,1,,1111,1111,
65934,5,Tag wiki,,,,2014-05-27,0,,-1,-1,
65935,4,Tag wiki excerpt,,,,2014-05-27,0,,3684,3684,
65937,1,Question,"T-SQL to find memory, CPU, and IO utilization",65968,,2014-05-27,0,1523,1321,1192,<sql-server><monitoring><metrics>
65939,1,Question,SQL Server Database Mail Log is flooded with errors (20-30 per second) when mail server goes down,,,2014-05-27,2,389,39042,1192,<sql-server><sql-server-2005><monitoring><database-mail>
65940,1,Question,Can connect to SQL Server 2012 via OSQL and SQLCMD but not via SSMS,66012,,2014-05-27,1,2806,6268,807,<sql-server-2012><ssms>
65941,1,Question,migrate from sql server 2012 to sql server 2008 R2,,,2014-05-27,0,1053,39044,39044,<sql-server-2008-r2><sql-server-2012>
65946,1,Question,"SQL Server ""TOP 101"" much slower than ""TOP 100""",65978,,2014-05-27,6,2124,37409,2808,<sql-server><performance>
65948,1,Question,Possible schema corruption. Run DBCC CHECKCATALOG,,,2014-05-27,1,5497,39051,1192,<sql-server><sql-server-2008><corruption><dbcc-checkdb>
65950,1,Question,MySQL database configuration for fastening the select and insert queries,,,2014-05-27,0,75,39052,31164,<mysql><mysql-5.5>
65951,1,Question,MySQL slow query log not logging all slow queries,,,2014-05-27,4,63,38418,-1,<mysql><mysql-5.5><performance><slow-log>
65953,1,Question,Improve select query performance,,,2014-05-27,3,941,38418,-1,<mysql><performance><format><code><query-performance>
65954,1,Question,What is the meaning of WAL file name?,65962,,2014-05-27,5,3695,2135,2135,<postgresql>
65955,1,Question,Datetime column vs Date + Time columns,,,2014-05-27,5,4409,33092,993,<sql-server><sql-server-2012><t-sql><datetime><date>
65958,2,Answer,,,65941,2014-05-27,0,,33170,33638,
65960,1,Question,sqlldr error - Invalid number,,,2014-05-27,2,7180,39028,39028,<oracle><csv><sql-loader>
65962,2,Answer,,,65954,2014-05-27,13,,7788,7788,
65963,1,Question,getting SQL Error (1452): Cannot add or update a child row: a foreign key constraint fails (Unknown error code),,,2014-05-27,1,5351,39062,39062,<mysql><foreign-key><ndbcluster>
65964,1,Question,How do I decompose ctid into page and row numbers?,66007,,2014-05-27,20,15472,1396,1396,<postgresql><postgresql-9.4><datatypes><cast><data-pages>
65970,1,Question,Oracle dump to csv and keep NULL as empty string,,,2014-05-27,1,1673,39028,39028,<oracle><dump>
65971,1,Question,How can insert Data one Linked Server to Other Linked Server.,,,2014-05-27,-4,2094,39070,33638,<sql-server><t-sql>
65975,1,Question,pgAdmin on a fresh OS X Server installation,,,2014-05-27,0,4088,28971,31164,<postgresql><pgadmin><mac-os-x>
65978,2,Answer,,,65946,2014-05-27,11,,426,32281,
65979,2,Answer,,,65950,2014-05-27,0,,31164,31164,
65983,1,Question,Upgrade from mysql 4.1 to mysql 5.5,,,2014-05-27,0,816,39009,39009,<mysql><mysql-5.5><mysqldump><upgrade><mysql-4>
65990,1,Question,Include fields from a table function in a select,,,2014-05-27,1,287,39077,807,<sql-server><sql-server-2008-r2><t-sql>
65993,1,Question,How to get usage based optimization working on SSAS?,,,2014-05-27,1,1114,2291,2718,<sql-server><sql-server-2012><ssas>
65994,1,Question,Match unique ids on import- csv to sql,,,2014-05-27,1,588,39078,3684,<mysql><import><csv>
65995,1,Question,Table Not Created On All MySQL Masters,,,2014-05-27,0,52,36380,877,<mysql><replication><table><multi-master>
65996,2,Answer,,,65549,2014-05-27,0,,37249,37249,
65999,1,Question,Invalid create index syntax,,,2014-05-27,0,242,39088,993,<oracle><index><oracle-10g>
66001,1,Question,Aborted connection (Got an error reading communication packets) MySQL on Amazon RDS,,,2014-05-27,4,11452,39087,-1,<mysql><innodb><php><amazon-rds>
66007,2,Answer,,,65964,2014-05-27,27,,3684,3684,
66010,1,Question,Keywords - column or separate table,66052,,2014-05-27,2,578,39094,31164,<database-design><php><mysql-5>
66015,2,Answer,,,65995,2014-05-27,0,,877,877,
66020,2,Answer,,,66001,2014-05-27,2,,877,-1,
66028,1,Question,Freeing up disk space in mysql\data,66069,,2014-05-28,4,13182,25668,-1,<mysql>
66030,2,Answer,,,65495,2014-05-28,16,,1192,1192,
66032,1,Question,Sequence and table with the same name?,66035,,2014-05-28,0,252,7383,1186,<sql-server><sql-server-2012><sequence>
66036,2,Answer,,,66028,2014-05-28,2,,31075,31164,
66037,1,Question,MongoDB - sharding,,,2014-05-28,1,132,39121,39121,<mongodb><sharding>
66039,1,Question,"Could not open file ""pg_clog/0000"": No such file or directory",,,2014-05-28,4,3765,1923,1923,<postgresql><postgresql-9.2>
66044,1,Question,Add new admin user to MySQL,,,2014-05-28,0,182,25668,25668,<mysql><windows-server>
66046,2,Answer,,,66044,2014-05-28,1,,37971,-1,
66048,2,Answer,,,65975,2014-05-28,1,,31164,31164,
